ID,CLASSIFIED,TYPE,SUMMARY
LUCENE-2080,NUG,TASK,Improve the documentation of Version
LUCENE-2084,NUG,IMPROVEMENT,remove Byte CharBuffer wrapping for collation key generation
LUCENE-2086,NUG,IMPROVEMENT,When resolving deletes IW should resolve in term sort order
LUCENE-2087,NUG,IMPROVEMENT,Remove recursion in NumericRangeTermEnum
LUCENE-2088,NUG,BUG,AttributeSource.addAttribute should only accept interfaces the missing test leads to problems with Token.TOKEN ATTRIBUTE FACTORY
LUCENE-2089,NUG,IMPROVEMENT,explore using automaton for fuzzyquery
LUCENE-209,NUG,BUG,Lucene requires ant 1.6
LUCENE-2090,NUG,IMPROVEMENT,convert automaton to char based processing and TermRef TermsEnum api
LUCENE-2092,BUG,BUG,BooleanQuery.hashCode and equals ignore isCoordDisabled
LUCENE-2094,NUG,BUG,Prepare CharArraySet for Unicode 4.0
LUCENE-2095,BUG,BUG,Document not guaranteed to be found after write and commit
LUCENE-2097,BUG,BUG,In NRT mode and CFS enabled IndexWriter incorrectly ties up disk space
LUCENE-2098,NUG,IMPROVEMENT,make BaseCharFilter more efficient in performance
LUCENE-2100,NUG,IMPROVEMENT,Make contrib analyzers final
LUCENE-2102,NUG,IMPROVEMENT,LowerCaseFilter for Turkish language
LUCENE-2103,NUG,BUG,NoLockFactory should have a private constructor
LUCENE-2104,BUG,BUG,IndexWriter.unlock does does nothing if NativeFSLockFactory is used
LUCENE-2106,BUG,BUG,Benchmark does not close its Reader when OpenReader CloseReader are not used
LUCENE-2107,NUG,TASK,Add contrib fast-vector-highlighter to Maven central repo
LUCENE-2108,BUG,BUG,SpellChecker file descriptor leak - no way to close the IndexSearcher used by SpellChecker internally
LUCENE-2109,NUG,IMPROVEMENT,Make DocsEnum subclass of DocIdSetIterator
LUCENE-2110,NUG,IMPROVEMENT,Refactoring of FilteredTermsEnum and MultiTermQuery
LUCENE-2111,NUG,IMPROVEMENT,Wrapup flexible indexing
LUCENE-2112,NUG,BUG,Flex on non-flex emulation of TermsEnum incorrectly seeks nexts beyond current field
LUCENE-2113,NUG,TASK,singletermsenum
LUCENE-2114,NUG,IMPROVEMENT,Improve org.apache.lucene.search.Filter Documentation and Tests to reflect per segment readers
LUCENE-2115,NUG,IMPROVEMENT,Port to Generics - test cases in contrib
LUCENE-2116,NUG,RFE,Add link to irc channel lucene on the website
LUCENE-2117,NUG,BUG,Fix SnowballAnalyzer casing behavior for Turkish Language
LUCENE-2118,BUG,BUG,Intermittent failure in TestIndexWriterMergePolicy.testMaxBufferedDocsChange
LUCENE-2119,BUG,BUG,If you pass Integer.MAX VALUE as 2nd param to search Query int you hit unexpected NegativeArraySizeException
LUCENE-212,BUG,BUG,FileInputStream never closed in HTMLParser
LUCENE-2121,NUG,TASK,add UnicodeUtil.nextValidUTF16String
LUCENE-2123,NUG,BUG,Move FuzzyQuery rewrite as separate RewriteMode into MTQ was Highlighter fails to highlight FuzzyQuery
LUCENE-2124,NUG,TASK,move JDK collation to core ICU collation to ICU contrib
LUCENE-2126,NUG,IMPROVEMENT,Split up IndexInput and IndexOutput into DataInput and DataOutput
LUCENE-2128,NUG,IMPROVEMENT,Further parallelizaton of ParallelMultiSearcher
LUCENE-2129,NUG,BUG,standard codec s terms dict seek should only scan if new term is in same index block
LUCENE-213,BUG,BUG, PATCH Ordered spanquery with slop can fail
LUCENE-2132,NUG,BUG,the demo application does not work as of 3.0
LUCENE-2134,NUG,BUG, PATCH ant-task javadocs-all fails with OutOfMemoryError
LUCENE-2135,NUG,BUG,IndexReader.close should forcefully evict entries from FieldCache
LUCENE-2136,NUG,IMPROVEMENT,MultiReader should not use PQ for its Term sEnum if it has only 1 reader
LUCENE-2137,NUG,IMPROVEMENT,Replace SegmentReader.Ref with AtomicInteger
LUCENE-214,NUG,IMPROVEMENT, PATCH Field.toString could be more helpful
LUCENE-2140,NUG,IMPROVEMENT,TopTermsScoringBooleanQueryRewrite minscore
LUCENE-2142,BUG,BUG,FieldCache.getStringIndex should not throw exception if term count exceeds doc count
LUCENE-2144,BUG,BUG,InstantiatedIndexReader does not handle termDocs null correct AllTermDocs
LUCENE-2147,NUG,IMPROVEMENT,Improve Spatial Utility like classes
LUCENE-215,BUG,BUG,addIndexes unexpectedly closes index
LUCENE-2150,NUG,IMPROVEMENT,Build should enable unchecked warnings in javac
LUCENE-2153,NUG,BUG,IndexReader.open should take Codecs
LUCENE-2155,NUG,TASK,random localization test failures
LUCENE-2156,NUG,IMPROVEMENT,use AtomicInteger Boolean to track IR.refCount and IW.closed
LUCENE-2157,NUG,IMPROVEMENT,DelimitedPayloadTokenFilter copies the bufer over itsself. Instead it should only set the length. Also optimize logic.
LUCENE-2158,BUG,BUG,NRT can temporarily lose deletions at high indexing rates
LUCENE-2161,NUG,IMPROVEMENT,Some concurrency improvements for NRT
LUCENE-2162,NUG,IMPROVEMENT,ExtendableQueryParser should allow extensions to access the toplevel parser settings properties
LUCENE-2164,NUG,IMPROVEMENT,Make CMS smarter about thread priorities
LUCENE-2165,NUG,BUG,SnowballAnalyzer lacks a constructor that takes a Set of Stop Words
LUCENE-2166,BUG,BUG,If you hit the max term prefix warning when indexing it never goes away
LUCENE-2167,NUG,RFE,Implement StandardTokenizer with the UAX 29 Standard
LUCENE-2168,BUG,BUG,benchmark alg can t handle negative relative priority
LUCENE-2169,NUG,IMPROVEMENT,Speedup of CharArraySet copy if a CharArraySet instance is passed to copy.
LUCENE-217,NUG,IMPROVEMENT, PATCH new method Document.remove
LUCENE-2170,NUG,BUG,Thread starvation problems in some tests
LUCENE-2177,NUG,IMPROVEMENT,The Field ctors that take byte shouldn t take Store since it must be YES
LUCENE-2178,NUG,IMPROVEMENT,Benchmark contrib should allow multiple locations in ext.classpath
LUCENE-2179,NUG,IMPROVEMENT,CharArraySet.clear
LUCENE-2180,NUG,TASK,Deprecated API called in o.a.l.store Directories
LUCENE-2181,NUG,RFE,benchmark for collation
LUCENE-2182,BUG,BUG,DEFAULT ATTRIBUTE FACTORY faills to load implementation class when iterface comes from different classloader
LUCENE-2183,NUG,IMPROVEMENT,Supplementary Character Handling in CharTokenizer
LUCENE-2184,BUG,BUG,CartesianPolyFilterBuilder doesn t properly account for which tiers actually exist in the index
LUCENE-2185,NUG,TASK,add Deprecated annotations
LUCENE-2186,NUG,RFE,First cut at column-stride fields index values storage
LUCENE-2188,NUG,RFE,A handy utility class for tracking deprecated overridden methods
LUCENE-2190,NUG,BUG,CustomScoreQuery function query is broken due to per-segment searching
LUCENE-2193,NUG,TASK,Get rid of backwards tags
LUCENE-2194,NUG,IMPROVEMENT,improve efficiency of snowballfilter
LUCENE-2195,NUG,IMPROVEMENT,Speedup CharArraySet if set is empty
LUCENE-2196,NUG,IMPROVEMENT,Spellchecker should implement java.io.Closable
LUCENE-2197,NUG,BUG,StopFilter should not create a new CharArraySet if the given set is already an instance of CharArraySet
LUCENE-2198,NUG,IMPROVEMENT,support protected words in Stemming TokenFilters
LUCENE-2199,BUG,BUG,ShingleFilter skips over trie-shingles if outputUnigram is set to false
LUCENE-220,BUG,BUG,Inconsistent behaviour sorting against field with no related documents
LUCENE-2200,NUG,IMPROVEMENT,Several final classes have non-overriding protected members
LUCENE-2201,NUG,IMPROVEMENT,more performance improvements for snowball
LUCENE-2203,NUG,TEST,improved snowball testing
LUCENE-2204,NUG,IMPROVEMENT,FastVectorHighlighter some classes and members should be publicly accessible to implement FragmentsBuilder
LUCENE-2205,NUG,IMPROVEMENT,Rework of the TermInfosReader class to remove the Terms TermInfos and the index pointer long and create a more memory efficient data structure.
LUCENE-2206,NUG,RFE,integrate snowball stopword lists
LUCENE-2207,BUG,BUG,CJKTokenizer generates tokens with incorrect offsets
LUCENE-2208,BUG,BUG,Token div exceeds length of provided text sized 4114
LUCENE-2209,NUG,TASK,add experimental javadocs tag
LUCENE-2210,BUG,BUG,trectopicsreader doesn t properly read descriptions or narratives
LUCENE-2211,NUG,BUG,Improve BaseTokenStreamTestCase to uses a fake attribute to check if clearAttributes was called correctly - found bugs in contrib analyzers
LUCENE-2212,NUG,TEST,add a test for PorterStemFilter
LUCENE-2213,NUG,IMPROVEMENT,Small improvements to ArrayUtil.getNextSize
LUCENE-2215,NUG,RFE,paging collector
LUCENE-2216,BUG,BUG,OpenBitSet hashCode may return false for identical sets.
LUCENE-2217,NUG,IMPROVEMENT,Remaining reallocation should use ArrayUtil.getNextSize
LUCENE-2218,NUG,IMPROVEMENT,ShingleFilter improvements
LUCENE-2219,NUG,BUG,improve BaseTokenStreamTestCase to test end
LUCENE-222,NUG,IMPROVEMENT, PATCH Better lock obtain timed out error message
LUCENE-2220,BUG,BUG,Stackoverflow when calling deprecated CharArraySet.copy
LUCENE-2222,BUG,BUG,FixedIntBlockIndexInput.Reader does not initialise pending int array
LUCENE-2223,NUG,RFE,ShingleFilter benchmark
LUCENE-2226,NUG,TASK,move contrib snowball to contrib analyzers
LUCENE-223,NUG,IMPROVEMENT, PATCH remove unused variables
LUCENE-2234,NUG,RFE,Hindi Analyzer
LUCENE-2235,NUG,BUG,implement PerFieldAnalyzerWrapper.getOffsetGap
LUCENE-2236,NUG,IMPROVEMENT,Similarity can only be set per index but I may want to adjust scoring behaviour at a field level
LUCENE-2238,NUG,TASK,deprecate ChineseAnalyzer
LUCENE-2239,NUG,TASK,Revise NIOFSDirectory and its usage due to NIO limitations on Thread.interrupt
LUCENE-224,NUG,BUG, PATCH FilteredTermEnum code cleanup
LUCENE-2240,NUG,TASK,SimpleAnalyzer and WhitespaceAnalyzer should have Version ctors
LUCENE-2241,NUG,TASK,Core Tests should call Version based ctors instead of deprecated default ctors
LUCENE-2242,NUG,TASK,Contrib CharTokenizer classes should be instantiated using their new Version based ctors
LUCENE-2243,NUG,IMPROVEMENT,FastVectorHighlighter support DisjunctionMaxQuery
LUCENE-2244,NUG,BUG,Improve StandardTokenizer s understanding of non ASCII punctuation and quotes
LUCENE-2245,NUG,TASK,Remaining contrib testcases should use Version based ctors instead of deprecated ones
LUCENE-2246,BUG,BUG,While indexing Turkish web pages Parse Aborted Lexical error.... occurs
LUCENE-2247,NUG,IMPROVEMENT,Add CharArrayMap to lucene and make CharAraySet an proxy on the keySet of it
LUCENE-2248,NUG,TEST,Tests using Version.LUCENE CURRENT will produce problems in backwards branch when development for 3.2 starts
LUCENE-2249,BUG,BUG,ParallelMultiSearcher should shut down thread pool on close
LUCENE-225,BUG,BUG,ClassCastException MultiReader
LUCENE-2251,NUG,,Change contrib tests to use the special LuceneTestCase J4 constant for the current version used a matchVersion parameter
LUCENE-2254,NUG,IMPROVEMENT,Support more queries other than just title in Trec quality pkg
LUCENE-2255,NUG,BUG,IndexWriter.getReader allocates file handles
LUCENE-2257,NUG,IMPROVEMENT,relax the per-segment max unique term limit
LUCENE-2258,NUG,IMPROVEMENT,Remove synchonized from FuzzyTermEnum similarity final String target
LUCENE-2259,NUG,IMPROVEMENT,add IndexWriter.removeUnferencedFiles so apps can more immediately delete index files when readers are closed
LUCENE-2260,NUG,BUG,AttributeSource holds strong reference to class instances and prevents unloading e.g. in Solr if webapplication reload and custom attributes in separate classloaders are used e.g. in the Solr plugins classloader
LUCENE-2261,NUG,IMPROVEMENT,configurable MultiTermQuery TopTermsScoringBooleanRewrite pq size
LUCENE-2265,NUG,IMPROVEMENT,improve automaton performance by running on byte
LUCENE-2266,BUG,BUG,problem with edgengramtokenfilter and highlighter
LUCENE-2267,NUG,IMPROVEMENT,Add solr s artifact signing scripts into lucene s build.xml common-build.xml
LUCENE-2268,NUG,TEST,Add test to check maven artifacts and their poms
LUCENE-2269,NUG,TEST,don t download extract 20 000 files when doing the build
LUCENE-227,NUG,BUG, PATCH documentation typo
LUCENE-2270,BUG,BUG,queries with zero boosts don t work
LUCENE-2272,NUG,BUG,PayloadNearQuery has hardwired explanation for AveragePayloadFunction
LUCENE-2273,NUG,BUG,FieldCacheImpl s getCacheEntries is buggy as it uses WeakHashMap incorrectly and leads to ConcurrentModExceptions
LUCENE-2274,NUG,TEST,Catch exceptions in Threads created by JUnit tasks
LUCENE-2275,NUG,IMPROVEMENT,DocumentsWriter.applyDeletes should not create TermDocs or IndexSearcher if not needed
LUCENE-2277,BUG,BUG,QueryNodeImpl throws ConcurrentModificationException on add List
LUCENE-2278,BUG,BUG,FastVectorHighlighter highlighted term is out of alignment in multi-valued NOT ANALYZED field
LUCENE-228,NUG,BUG,encoding of GermanAnalyzer.java and GermanStemmer.java isn t utf-8
LUCENE-2281,NUG,IMPROVEMENT,Add doBeforeFlush to IndexWriter
LUCENE-2282,NUG,IMPROVEMENT,Expose IndexFileNames as public and make use of its methods in the code
LUCENE-2283,NUG,BUG,Possible Memory Leak in StoredFieldsWriter
LUCENE-2284,BUG,BUG,MatchAllDocsQueryNode toString creates invalid XML-Tag
LUCENE-2285,NUG,IMPROVEMENT,Code cleanup from all sorts of trivial warnings
LUCENE-2286,NUG,IMPROVEMENT,enable DefaultSimilarity.setDiscountOverlaps by default
LUCENE-2288,NUG,IMPROVEMENT,Create EMPTY ARGS constsant in SnowballProgram instead of allocating new Object 0
LUCENE-2289,NUG,IMPROVEMENT,Calls to SegmentInfos.message should be wrapped w infoStream null checks
LUCENE-229,NUG,IMPROVEMENT, PATCH Binary stored fields
LUCENE-2290,NUG,IMPROVEMENT,Remove unnecessary String concatenation in IndexWriter
LUCENE-2293,NUG,BUG,IndexWriter has hard limit on max concurrency
LUCENE-2294,NUG,IMPROVEMENT,Create IndexWriterConfiguration and store all of IW configuration there
LUCENE-2295,NUG,IMPROVEMENT,Create a MaxFieldLengthAnalyzer to wrap any other Analyzer and provide the same functionality as MaxFieldLength provided on IndexWriter
LUCENE-2297,NUG,IMPROVEMENT,IndexWriter should let you optionally enable reader pooling
LUCENE-2298,NUG,RFE,Polish Analyzer
LUCENE-2299,BUG,BUG,if you open an NRT reader while addIndexes is running it may miss segments
LUCENE-230,BUG,BUG,Search with sort fails when a document has a missing value
LUCENE-2300,BUG,BUG,IndexWriter should never pool readers for external segments
LUCENE-2302,NUG,IMPROVEMENT,Replacement for TermAttribute Impl with extended capabilities byte support CharSequence Appendable
LUCENE-2303,NUG,,Remove code duplication from Token class just extend TermAttributeImpl
LUCENE-2304,NUG,IMPROVEMENT,FuzzyLikeThisQuery should set MaxNonCompetitiveBoost for faster speed
LUCENE-2309,NUG,IMPROVEMENT,Fully decouple IndexWriter from analyzers
LUCENE-231,NUG,BUG,Can t build lucene 06 13 2004 CVS under jdk 1.5.0
LUCENE-2310,NUG,,Reduce Fieldable AbstractField and Field complexity
LUCENE-2311,NUG,IMPROVEMENT,Pass potent SR to IRWarmer.warm and also call warm for new segments
LUCENE-2313,NUG,IMPROVEMENT,Add VERBOSE to LuceneTestCase and LuceneTestCaseJ4
LUCENE-2314,NUG,IMPROVEMENT,Add AttributeSource.copyTo AttributeSource
LUCENE-2315,NUG,BUG,AttributeSource s methods for accessing attributes should be final else its easy to corrupt the internal states
LUCENE-2316,NUG,IMPROVEMENT,Define clear semantics for Directory.fileLength
LUCENE-2318,NUG,TEST,Add System.getProperty tempDir as final static to LuceneTestCase J4
LUCENE-2319,NUG,IMPROVEMENT,IndexReader doCommit - typo nit about v3.0 in trunk
LUCENE-232,BUG,BUG,Version 1.3 reports IOException when re-creating an index
LUCENE-2320,NUG,IMPROVEMENT,Add MergePolicy to IndexWriterConfig
LUCENE-2321,NUG,IMPROVEMENT,use packed ints for the terms dict index
LUCENE-2322,NUG,,Remove verbosity from tests and make configureable
LUCENE-2323,NUG,IMPROVEMENT,reorganize contrib modules
LUCENE-2324,NUG,IMPROVEMENT,Per thread DocumentsWriters that write their own private segments
LUCENE-2325,NUG,TEST,investigate solr test failures using flex
LUCENE-2326,NUG,IMPROVEMENT,Remove SVN.exe and revision numbers from build.xml by svn-copy the backwards branch and linking snowball tests by svn externals
LUCENE-2328,BUG,BUG,IndexWriter.synced field accumulates data leading to a Memory Leak
LUCENE-2329,NUG,IMPROVEMENT,Use parallel arrays instead of PostingList objects
LUCENE-2331,NUG,RFE,Add NoOpMergePolicy
LUCENE-2332,NUG,RFE,Merge CharTermAttribute and deprecations to stable
LUCENE-2333,NUG,BUG,Failures during contrib builds when classes in core were changed without ant clean
LUCENE-2339,NUG,IMPROVEMENT,Allow Directory.copy to accept a collection of file names to be copied
LUCENE-2341,NUG,RFE,explore morfologik integration
LUCENE-2343,NUG,IMPROVEMENT,Add support for benchmarking Collectors
LUCENE-2344,BUG,BUG,PostingsConsumer merge does not call finishDoc
LUCENE-235,BUG,BUG, PATCH Error in GermanStemmer.java v 1.11
LUCENE-2351,NUG,IMPROVEMENT,optimize automatonquery
LUCENE-2352,NUG,TEST,Add a new TestBackwardsCompatibility index for flex backwards a 3.0 one with also numeric fields
LUCENE-2353,BUG,BUG,Config incorrectly handles Windows absolute pathnames
LUCENE-2354,NUG,IMPROVEMENT,Convert NumericUtils and NumericTokenStream to use BytesRef instead of Strings char
LUCENE-2356,NUG,BUG,Enable setting the terms index divisor used by IndexWriter whenever it opens internal readers
LUCENE-2358,NUG,TASK,rename KeywordMarkerTokenFilter
LUCENE-2359,BUG,BUG,CartesianPolyFilterBuilder doesn t handle edge case around the 180 meridian
LUCENE-236,NUG,BUG,typos on FAQ
LUCENE-2360,NUG,IMPROVEMENT,speedup recycling of per-doc RAM
LUCENE-2364,NUG,IMPROVEMENT,Add support for terms in BytesRef format to Term TermQuery TermRangeQuery Co.
LUCENE-2365,BUG,BUG,Finding Newest Segment In Empty Index
LUCENE-2366,BUG,BUG,LLRect.createBox returned box does not contains all points in center distance disc
LUCENE-237,NUG,BUG, PATCH fix compile errors in sandbox
LUCENE-2370,NUG,TASK,Reintegrate flex branch into trunk
LUCENE-2372,NUG,IMPROVEMENT,Replace deprecated TermAttribute by new CharTermAttribute
LUCENE-2373,NUG,IMPROVEMENT,Create a Codec to work with streaming and append-only filesystems
LUCENE-2374,NUG,IMPROVEMENT,Add reflection API to AttributeSource AttributeImpl
LUCENE-2377,BUG,IMPROVEMENT,Enable the use of NoMergePolicy and NoMergeScheduler by Benchmark
LUCENE-2378,NUG,IMPROVEMENT,Cutover remaining usage of pre-flex APIs
LUCENE-238,NUG,BUG, PATCH import cleanup
LUCENE-2380,NUG,IMPROVEMENT,Add FieldCache.getTermBytes to load term data as byte
LUCENE-2382,BUG,BUG,Merging implemented by codecs must catch aborted merges
LUCENE-2383,BUG,BUG,Some small fixes after the flex merge...
LUCENE-2384,NUG,,Reset zzBuffer in StandardTokenizerImpl when lexer is reset.
LUCENE-2385,NUG,IMPROVEMENT,Move NoDeletionPolicy from benchmark to core
LUCENE-2386,NUG,BUG,IndexWriter commits unnecessarily on fresh Directory
LUCENE-2387,BUG,BUG,IndexWriter retains references to Readers used in Fields memory leak
LUCENE-2388,NUG,BUG,the unversioned site points to a dead trunk
LUCENE-2389,NUG,IMPROVEMENT,Enforce TokenStream impl Analyzer finalness by an assertion
LUCENE-239,NUG,BUG, PATCH cleaner API for Field.Text
LUCENE-2390,NUG,BUG,contrib remote tests fail randomly
LUCENE-2391,NUG,IMPROVEMENT,Spellchecker uses default IW mergefactor ramMB settings of 300 10
LUCENE-2392,NUG,IMPROVEMENT,Enable flexible scoring
LUCENE-2393,NUG,RFE,Utility to output total term frequency and df from a lucene index
LUCENE-2397,BUG,IMPROVEMENT,SnapshotDeletionPolicy.snapshot throws NPE if no commits happened
LUCENE-2398,NUG,TEST,Improve tests to work easier from IDEs
LUCENE-2399,NUG,RFE,Add support for ICU s Normalizer2
LUCENE-240,NUG,BUG,bug form doesn t list latest version
LUCENE-2400,NUG,IMPROVEMENT,ShingleFilter don t output all-filler shingles unigrams also convert from TermAttribute to CharTermAttribute
LUCENE-2401,NUG,IMPROVEMENT,Improve performance of CharTermAttribute Impl and also fully implement Appendable
LUCENE-2402,NUG,IMPROVEMENT,Add an explicit method to invoke IndexDeletionPolicy
LUCENE-2404,NUG,BUG,Improve speed of ThaiWordFilter by CharacterIterator factor out LowerCasing and also fix some bugs empty tokens stop iteration
LUCENE-2409,NUG,RFE,add a tokenfilter for icu transforms
LUCENE-241,BUG,BUG,NullPointerException in CompoundFileReader
LUCENE-2410,NUG,IMPROVEMENT,Optimize PhraseQuery
LUCENE-2412,NUG,TASK,Architecture Diagrams needed for Lucene Solr and Nutch
LUCENE-2413,NUG,IMPROVEMENT,Consolidate all Solr s Lucene s analyzers into modules analysis
LUCENE-2414,NUG,RFE,add icu-based tokenizer for unicode text segmentation
LUCENE-2415,NUG,IMPROVEMENT,Remove JakarteRegExCapabilities shim to access package protected field
LUCENE-2416,NUG,IMPROVEMENT,Some improvements to Benchmark
LUCENE-2417,NUG,BUG,Fix IndexCommit hashCode and equals to be consistent
LUCENE-2419,NUG,IMPROVEMENT,Improve parallel tests
LUCENE-242,NUG,BUG,Lucene Search has poor cpu utilization on a 4-CPU machine
LUCENE-2421,NUG,IMPROVEMENT,Hardening of NativeFSLock
LUCENE-2422,NUG,BUG,don t reuse byte in IndexInput Output for read writeString
LUCENE-2424,NUG,BUG,FieldDoc.toString only returns super.toString
LUCENE-2426,NUG,IMPROVEMENT,change sort order to binary order
LUCENE-243,NUG,IMPROVEMENT, PATCH setIndexInterval in IndexWriter
LUCENE-2437,NUG,RFE,Indonesian Analyzer
LUCENE-2440,NUG,IMPROVEMENT,Add support for custom ExecutorServices in ParallelMultiSearcher
LUCENE-2444,NUG,TASK,move contrib analyzers to modules analysis
LUCENE-2449,NUG,TEST,Improve random testing
LUCENE-245,NUG,BUG,FieldCacheImpl cache gets rebuilt every time
LUCENE-2451,NUG,IMPROVEMENT,remove dead code from oal.util.cache
LUCENE-2455,NUG,IMPROVEMENT,Some house cleaning in addIndexes
LUCENE-2458,NUG,BUG,queryparser makes all CJK queries phrase queries regardless of analyzer
LUCENE-2459,BUG,BUG,FilterIndexReader doesn t work correctly with post-flex SegmentMerger
LUCENE-246,NUG,BUG, PATCH Make a getter for SortField fields in org.apache.lucene.search.Sort
LUCENE-2462,NUG,BUG,remove DocsAndPositionsEnum.getPayloadLength
LUCENE-2463,NUG,IMPROVEMENT,Improve Greek analysis
LUCENE-2464,NUG,IMPROVEMENT,FastVectorHighlighter add a FragmentBuilder to return entire field contents
LUCENE-2466,BUG,BUG,fix some more locale problems in lucene solr
LUCENE-2467,BUG,BUG,IndexWriter memory leak when large docs are indexed
LUCENE-2468,BUG,BUG,reopen on NRT reader should share readers w unchanged segments
LUCENE-247,NUG,IMPROVEMENT,Confusing code line
LUCENE-2472,NUG,IMPROVEMENT,The terms index divisor in IW should be set via IWC not via getReader
LUCENE-2473,NUG,BUG,Clicking on the More Results link in luceneweb.war demo results in ArrayIndexOutOfBoundsException
LUCENE-2474,NUG,IMPROVEMENT,Allow to plug in a Cache Eviction Listener to IndexReader to eagerly clean custom caches that use the IndexReader getFieldCacheKey
LUCENE-2476,BUG,BUG,Constructor of IndexWriter let s runtime exceptions pop up while keeping the writeLock obtained
LUCENE-2477,NUG,BUG,remove MoreLikeThis s default analyzer
LUCENE-2478,BUG,BUG,CachingWrapperFilter throws NPE when Filter.getDocIdSet returns null
LUCENE-2479,NUG,IMPROVEMENT,need the ability to also sort SpellCheck results by freq instead of just by Edit Distance freq
LUCENE-248,NUG,IMPROVEMENT, PATCH Add StopFilter ignoreCase option
LUCENE-2480,NUG,IMPROVEMENT,Remove support for pre-3.0 indexes
LUCENE-2481,NUG,IMPROVEMENT,Enhance SnapshotDeletionPolicy to allow taking multiple snapshots
LUCENE-2482,NUG,RFE,Index sorter
LUCENE-2484,NUG,TASK,Remove deprecated TermAttribute from tokenattributes and legacy support in indexer
LUCENE-2486,BUG,BUG,when opening the merged SegmentReader IW attempts to open store files that were deleted
LUCENE-2487,NUG,IMPROVEMENT,IndexReader subclasses must implement flex APIs
LUCENE-2488,NUG,BUG,Fix 2.9 contrib builds to succeed when JDK 1.4 is used leaving out contribs that require 1.5
LUCENE-2489,NUG,IMPROVEMENT,promote TestExternalCodecs.PerFieldCodecWrapper to core
LUCENE-249,NUG,BUG,Demo DeleteFiles doesn t delete files by their path names
LUCENE-2490,NUG,TASK, ant generate-maven-artifacts should work for lucene solr 3.x
LUCENE-2491,NUG,IMPROVEMENT,Extend Codec with a SegmentInfos writer reader
LUCENE-2493,NUG,TASK,Rename lucene solr dev jar files to -SNAPSHOT.jar
LUCENE-2494,NUG,IMPROVEMENT,Modify ParallelMultiSearcher to use a CompletionService instead of slowly polling for results
LUCENE-2496,BUG,BUG,NPE if you open IW with CREATE on an index with no segments file
LUCENE-2497,BUG,BUG,Revision 949509 LUCENE-2480 causes IOE read past EOF when processing older format SegmentInfo data when JVM assertion processing is disabled.
LUCENE-250,NUG,IMPROVEMENT,Javadocs for Scorer.java and TermScorer.java
LUCENE-2500,NUG,IMPROVEMENT,A Linux-specific Directory impl that bypasses the buffer cache
LUCENE-2502,NUG,IMPROVEMENT,Remove some unused code in Surround query parser
LUCENE-2503,NUG,RFE,light minimal stemming for euro languages
LUCENE-2507,NUG,RFE,automaton spellchecker
LUCENE-2509,NUG,IMPROVEMENT,Improve readability of StandardTermsDictWriter
LUCENE-2512,BUG,BUG,DeleteByPercentTask hits NPE
LUCENE-2513,BUG,BUG,IndexReader overwrites future commits when you open it on a past commit
LUCENE-2514,NUG,TASK,Change Term to use bytes
LUCENE-2516,NUG,TEST,More clarification improvements and correct behaviour of backwards tests
LUCENE-2517,NUG,IMPROVEMENT,changes-to-html fixes and improvements
LUCENE-252,BUG,BUG, PATCH Problem with Sort logic on tokenized fields
LUCENE-2523,BUG,BUG,if index is too old you should hit an exception saying so
LUCENE-2524,BUG,BUG,when many query clases are specified in boolean or dismax query highlighted terms are always yellow if multi-colored feature is used
LUCENE-2526,BUG,BUG,.toString on empty MultiPhraseQuery hits NPE
LUCENE-2529,BUG,BUG,always apply position increment gap between values
LUCENE-2531,NUG,IMPROVEMENT,FieldComparator.TermOrdValComparator compares by value unnecessarily
LUCENE-2532,NUG,IMPROVEMENT,improve test coverage of multi-segment indices
LUCENE-2533,BUG,BUG,FileSwitchDirectory should uniqueify the String file names returned by listAll
LUCENE-2534,BUG,BUG,MultiTermsEnum over-shares between different Docs AndPositionsEnum
LUCENE-2536,BUG,BUG,Rollback doesn t preserve integrity of original index
LUCENE-2537,BUG,BUG,FSDirectory.copy impl is unsafe
LUCENE-2541,BUG,BUG,NumericRangeQuery errors with endpoints near long min and max values
LUCENE-2542,NUG,IMPROVEMENT,TopDocsCollector should be abstract super class that is the real TopDocsCollector contract a subclass should implement the priority-queue logic. e.g. PQTopDocsCollector
LUCENE-2548,NUG,IMPROVEMENT,Remove all interning of field names from flex API
LUCENE-2549,BUG,BUG,TimeLimitingCollector s TimeExceededException contains useless relative docid
LUCENE-2550,NUG,BUG,3.x backwards tests are using Version.LUCENE CURRENT aren t testing backwards
LUCENE-2551,NUG,IMPROVEMENT,change jdk icu collation to use byte
LUCENE-2554,NUG,TEST,preflex codec doesn t order terms correctly
LUCENE-2555,NUG,IMPROVEMENT,Remove shared doc stores
LUCENE-2556,NUG,IMPROVEMENT, Char TermAttribute cloning memory consumption
LUCENE-2559,NUG,IMPROVEMENT,reopen support for SegmentReader
LUCENE-2560,NUG,TEST,random analyzer tests
LUCENE-2561,BUG,BUG,Fix exception handling and thread safety in realtime branch
LUCENE-2564,NUG,BUG,wordlistloader is inefficient
LUCENE-2565,NUG,BUG,TestUTF32ToUTF8 can run forever
LUCENE-2566,NUG,BUG, - operators allow any amount of whitespace
LUCENE-2568,BUG,BUG,TestUTF32ToUTF8 fails on IBM s JRE
LUCENE-2569,BUG,BUG,TestParallelTermEnum fails with Sep codec
LUCENE-257,NUG,BUG, PATCH TermVectorReader and TermVectorWriter
